algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;;0.760732973;;0.3734913;0.967566959
inductive;0.999960123;1;0.298846846;0.298846846;0.96051494
heuristics;0.399205064;0.878261624;0.803788587;0.92467915;0.811996285
ilp;0.999993734;1;0.35994902;0.35994902;0.967705885
