algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.520957096;0.42797709;0.185511529;0.185511529;0.94686216
inductive;0.99989897;1;0.298572695;0.298572695;0.908807432
heuristics;0.759015049;0.876426654;0.651425178;0.651425178;0.829957967
ilp;0.999990018;1;0.229793941;0.229793941;0.946659784
