algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.699088146;0.681904461;0.260994264;0.260994264;0.817215034
inductive;0.99991885;1;0.888888889;0.888888889;0.785712615
heuristics;0.715602149;0.941717791;0.854368932;0.743661972;0.768404145
ilp;0.999969606;1;0.422039859;0.422039859;0.825487756
