algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.465639945;0.433085713;0.273409683;0.273409683;0.988323944
inductive;0.999886177;1;0.512557132;0.512557132;0.980188833
heuristics;0.888929761;0.959879941;0.589804414;0.600517023;0.972098536
ilp;0.999987566;1;0.322877622;0.322877622;0.988177325
