algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.408684922;0.740773049;0.612458403;0.612458403;0.979068211
inductive;0.999900396;1;1;1;0.979036595
heuristics;0.449740927;0.778804788;1;0.631887364;0.976457911
ilp;0.999946025;1;0.682763571;0.682763571;0.981692742
