algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.510574018;0.451315789;0.16124031;0.16124031;0.6744467
inductive;0.999778554;1;0.192430704;0.192430704;0.64820275
heuristics;0.075527293;0.92274959;0.87037037;0.87037037;0.520014747
ilp;0.999993125;1;0.131896237;0.131896237;0.676977432
