algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.439655172;0.474137931;0.204081633;0.204081633;0.69825508
inductive;0.99990662;1;0.273084479;0.273084479;0.623347894
heuristics;0.758549853;0.943589744;0.691176471;0.691176471;0.463949136
ilp;0.999984127;1;0.281376518;0.281376518;0.695036669
