algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.810457516;0.81791638;0.338983051;0.338983051;0.771266467
inductive;0.999894129;1;0.984375;0.984375;0.768868623
heuristics;0.528334453;0.858237548;0.969879518;0.676470588;0.717286188
ilp;0.999946408;1;0.502392344;0.502392344;0.800841969
