algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.767058824;0.781860388;0.434394904;0.434394904;0.868137951
inductive;0.999898128;1;1;1;0.851083658
heuristics;0.463533647;0.831908832;1;0.650793651;0.820522349
ilp;0.999948238;1;0.73402418;0.73402418;0.878571034
