algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.874863074;0.856963988;0.591026371;0.591026371;0.986392133
inductive;0.999924816;1;1;1;0.986970383
heuristics;0.498174992;0.798595729;1;0.666179642;0.985531538
ilp;0.999949948;1;0.888780714;0.888780714;0.987363428
