algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.621096732;0.514773376;0.31955915;0.31955915;0.990675109
inductive;0.999884309;1;0.653165689;0.653165689;0.989241415
heuristics;0.975252227;0.987765354;0.535447397;0.535447397;0.979592905
ilp;0.999982576;1;0.413027515;0.413027515;0.990525085
