algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.618699418;0.513741799;0.333551965;0.333551965;0.998134306
inductive;0.99988398;1;0.726547238;0.726547238;0.997854114
heuristics;0.97631828;0.988282472;0.593185754;0.593185754;0.995914143
ilp;0.99998264;1;0.458888944;0.458888944;0.99810446
