algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.738357126;0.093704259;0.170894239;0.170894239;0.932648678
inductive;0.999901298;1;0.190831428;0.190831428;0.92640341
heuristics;0.095011169;0.634326781;0.911547912;0.64516129;0.711509331
ilp;0.999998168;1;0.088937658;0.088937658;0.928543454
