algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;;0.788966878;;0.377655106;0.913526517
inductive;0.999941804;1;0.629639209;0.629639209;0.913435924
heuristics;0.350082811;0.932400031;0.935179897;0.79039398;0.758357862
ilp;0.999980132;1;0.39460248;0.39460248;0.916535217
