algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.535379569;0.544535085;0.449674749;0.449674749;0.982251
inductive;0.999911607;1;0.934533148;0.934533148;0.980278573
heuristics;0.962838288;0.981116761;0.757696061;0.757696061;0.9683839
ilp;0.999973751;1;0.767222345;0.767222345;0.982290214
