algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.620259896;0.513636798;0.322866013;0.322866013;0.993416838
inductive;0.99988408;1;0.668749782;0.668749782;0.992414963
heuristics;0.975935861;0.988097268;0.547619463;0.547619463;0.985621607
ilp;0.999982656;1;0.422940569;0.422940569;0.993308415
