algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,,0.6282437149274074,,0.8109339407744874,0.8011105297873929
inductive,0.9998429505662368,1.0,0.2578930915911223,0.2578930915911223,0.7734034234919112
heuristics,0.2239222590995258,0.9152394066132579,0.6807095343680709,0.7486842105263158,0.6037760705118815
ilp,0.9999815954307589,1.0,0.5347490347490347,0.5347490347490347,0.8077571988673002
