algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;;0.737151407;;0;0.868965544
inductive;0.999933687;1;0.583968527;0.583968527;0.874255234
heuristics;0.587265446;0.921812749;0.837725381;0.600995025;0.858092748
ilp;0.999996429;1;0.284328984;0.284328984;0.866257601
