algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,,0.7032089261664223,,0.33239642171833195,0.9828553376003278
inductive,0.9998902366635645,1.0,0.6920901566184692,0.6920901566184692,0.9820110094278865
heuristics,0.3193820778916947,0.9074497778703141,0.9980769589813484,0.9745359138857441,0.9072944000617301
ilp,0.9999725920208306,1.0,0.7727182133828451,0.7727182133828451,0.9836717713394683
