algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.507204611;0.655623588;1;1;0.812043582
inductive;0.999900294;1;0.946391753;0.946391753;0.832872308
heuristics;0.21037249;0.583664209;1;0.694663167;0.699953066
ilp;0.999941214;1;0.902359109;0.902359109;0.826786383
