algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.619396935;0.514140529;0.328643784;0.328643784;0.996191513
inductive;0.99988393;1;0.6951088;0.6951088;0.99562104
heuristics;0.976372701;0.988321002;0.568822087;0.568822087;0.991659298
ilp;0.999982649;1;0.43913684;0.43913684;0.996130625
