algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.557018453;0.452723752;0.234943474;0.234943474;0.960439898
inductive;0.999901522;1;0.283335092;0.283335092;0.942281371
heuristics;0.880210541;0.958737542;0.477698356;0.477698356;0.90652027
ilp;0.99998849;1;0.299522207;0.299522207;0.960586903
