algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.88549139;0.870683542;0.421269427;0.421269427;0.984180133
inductive;0.999922256;1;0.997746186;0.997746186;0.985357292
heuristics;0.528845874;0.832144294;1;0.706130292;0.985173384
ilp;0.999955865;1;0.9047853;0.9047853;0.985370858
