algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.619843673;0.514008573;0.325016552;0.325016552;0.994618883
inductive;0.999884124;1;0.679593959;0.679593959;0.993800149
heuristics;0.97603209;0.988157498;0.55596545;0.55596545;0.988235132
ilp;0.999982627;1;0.429187882;0.429187882;0.994531686
