algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.619516111;0.514131521;0.330373852;0.330373852;0.996891574
inductive;0.99988393;1;0.704613816;0.704613816;0.996425224
heuristics;0.976407686;0.988331461;0.576332807;0.576332807;0.993192984
ilp;0.99998266;1;0.445125853;0.445125853;0.996841594
