algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.68907563;0.76038835;0.351351351;0.351351351;0.716809952
inductive;0.999902528;1;0.935714286;0.935714286;0.69697448
heuristics;0.710669677;0.9453125;0.911764706;0.775;0.685507169
ilp;0.999966388;1;0.483394834;0.483394834;0.730050674
