algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,,0.8021450802954708,,0.4252805614539539,0.9790538253861901
inductive,0.999917632094613,1.0,0.7217976132506227,0.7217976132506227,0.9801453592132567
heuristics,0.220718291751281,0.9082485165166029,0.6349925628696946,0.7889531654315636,0.9421774368886312
ilp,0.9999824353954881,1.0,0.498093396773141,0.498093396773141,0.9797576808940254
