algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.563781359;0.659368938;0.238676513;0.238676513;0.962787495
inductive;0.999888647;1;0.805278358;0.805278358;0.966045936
heuristics;0.448062958;0.864169655;0.994428969;0.608492663;0.97882989
ilp;0.999959563;1;0.285498505;0.285498505;0.965355184
