algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.692159281;0.581743788;0.252192723;0.252192723;0.981635417
inductive;0.999930404;1;0.670811034;0.670811034;0.979298049
heuristics;0.565034024;0.683807184;0.809630616;0.796730584;0.965636254
ilp;0.999987714;1;0.37137108;0.37137108;0.981248305
