algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.095238095;0.846638655;0.921477919;0.921477919;0.989995497
inductive;0.9999925;1;0.482944381;0.482944381;0.989995497
heuristics;0.333333333;0.853587963;0.933380796;0.876591721;0.989995497
ilp;0.999995;1;0.489264788;0.489264788;0.989995497
