algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;1;1;1;1;0.422649731
inductive;1;1;1;1;0.422649731
heuristics;1;1;1;1;0.422649731
ilp;1;1;1;1;0.422649731
