algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.71884058;0.789829048;0.429210134;0.429210134;0.76343871
inductive;0.999895664;1;0.997159091;0.997159091;0.719709803
heuristics;0.449428103;0.806015038;0.98816568;0.660079051;0.521305651
ilp;0.999942032;1;0.711967546;0.711967546;0.797579032
