algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,,0.35659737931623203,,0.19784172661870503,0.9076920300719226
inductive,,1.0,,0.14549555300225536,0.8417121227197804
heuristics,,0.9299778288218568,,0.5116411130039751,0.7066235600124176
ilp,0.9999945640959099,1.0,0.18506089309878215,0.18506089309878215,0.9049854542554775
