algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.569700783;0.54907376;0.448614625;0.448614625;0.989594377
inductive;0.999955432;1;0.971080949;0.971080949;0.98758801
heuristics;0.818422506;0.903663457;0.743902168;0.743902168;0.923671916
ilp;0.999977833;1;0.971080949;0.971080949;0.989402173
