algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,0.36197210383572254,0.768866553941645,0.3009692605926336,0.3009692605926336,0.9729742370199567
inductive,0.9998954509456554,1.0,0.7891646145103239,0.7891646145103239,0.963799078033065
heuristics,,0.8746618077411518,0.9138585809874012,0.7251159898598556,0.9597863109350321
ilp,0.9999603657708569,1.0,0.36434662196632894,0.36434662196632894,0.9750457148368703
