algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,0.25,0.25,1.0,1.0,0.9891728739861245
inductive,0.9999909091735529,1.0,0.6619209830854842,0.6619209830854842,0.9892727615503479
heuristics,0.3076923076923077,1.0,1.0,0.6625175564059943,0.9898720869356881
ilp,0.9999909091735529,1.0,0.6619209830854842,0.6619209830854842,0.9892727615503479
