algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,0.6206561360874848,0.30718548212296126,0.20651439383700498,0.20651439383700498,0.922024254604146
inductive,,1.0,,0.14078394140783945,0.8824303057611074
heuristics,0.7147683141889888,0.9505185741487207,0.5935347111817699,0.4454371897670867,0.78142500857536
ilp,0.99998596788417,1.0,0.17591232629081455,0.17591232629081455,0.9254649025769277
