algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.650542145;0.458772611;0.199606827;0.199606827;0.990432523
inductive;0.999923248;1;0.69022906;0.69022906;0.989836725
heuristics;0.586753742;0.838526874;0.802231246;0.729493531;0.978941909
ilp;0.999981744;1;0.299839485;0.299839485;0.99076064
