algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.619017601;0.51418276;0.329306972;0.329306972;0.996472236
inductive;0.999883943;1;0.699196752;0.699196752;0.995943781
heuristics;0.976354293;0.988307996;0.572099991;0.572099991;0.992272306
ilp;0.999982632;1;0.441598667;0.441598667;0.996416263
