algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.472075869;0.36448203;0.571895988;0.571895988;0.90940912
inductive;0.999856351;1;0.592419377;0.592419377;0.851172915
heuristics;0.963376838;0.98232642;0.654949204;0.654949204;0.808987324
ilp;0.999964322;1;0.356446871;0.356446871;0.916479549
