algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.877826039;0.522004357;0.141133446;0.141133446;0.934835778
inductive;0.999898164;1;0.544304814;0.544304814;0.942150345
heuristics;0.877826039;0.522004357;0.141133446;0.141133446;0.934835778
ilp;0.999986658;1;0.169708577;0.169708577;0.937266311
