algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,0.7633319685182658,0.29830855971296766,0.17460530813040287,0.17460530813040287,0.9812886552692491
inductive,0.9998440487007046,1.0,0.49490999973875105,0.49490999973875105,0.9831391593539514
heuristics,,0.7199594257178528,0.841143820698377,0.7232744298444344,0.9792892724178883
ilp,0.9999894057227251,1.0,0.09608699768709505,0.09608699768709505,0.9818426296100214
