algorithm;fitness_alignments;fitness_token_based;precision_alignments;precision_token_based;generalization
alpha;0.162162162;0.4625;0.217391304;0.217391304;0.728091552
inductive;0.999870591;1;0.161043921;0.161043921;0.746520776
heuristics;0.58103936;0.884357625;0.270693512;0.351449275;0.452259121
ilp;0.999992064;1;0.195216049;0.195216049;0.721760221
