algorithm,fitness_alignments,fitness_token_based,precision_alignments,precision_token_based,generalization
alpha,0.3734035222927232,0.43168445430691194,0.24787882973927966,0.24787882973927966,0.9931031874494567
inductive,1.0,1.0,,0.4163574206007463,0.9873600263625654
heuristics,0.9524295143872232,0.9745194751673929,0.5157263165234021,0.5204367966734628,0.9807809258586301
ilp,0.9999892245692774,1.0,0.33519407531908185,0.33519407531908185,0.993032860882832
